,source,mutation_method,num_iterations,depth,num_neighbors,best_state,best_score
357,2,swap,500,3,2,"[3, 0, 8, 6, 7, 2, 9, 4, 1, 5]",0.0078125
358,2,swap,500,3,3,"[3, 0, 7, 2, 6, 8, 9, 4, 1, 5]",0.0078125
359,2,swap,500,3,4,"[3, 0, 7, 2, 6, 4, 9, 8, 1, 5]",0.0078125
360,2,add,10,1,1,"[3, 0, 1, 5]",1.0
361,2,add,10,1,2,"[3, 0, 1, 5]",1.0
362,2,add,10,1,3,"[3, 5]",2.0
363,2,add,10,1,4,"[3, 5]",2.0
364,2,add,10,2,1,"[3, 5]",2.0
365,2,add,10,2,2,"[3, 0, 1, 5]",1.0
366,2,add,10,2,3,"[3, 5]",2.0
367,2,add,10,2,4,"[3, 5]",2.0
368,2,add,10,3,1,"[3, 5]",2.0
369,2,add,10,3,2,"[3, 5]",2.0
370,2,add,10,3,3,"[3, 5]",2.0
371,2,add,10,3,4,"[3, 5]",2.0
372,2,add,50,1,1,"[3, 0, 1, 5]",1.0
373,2,add,50,1,2,"[3, 5]",2.0
374,2,add,50,1,3,"[3, 5]",2.0
375,2,add,50,1,4,"[3, 5]",2.0
376,2,add,50,2,1,"[3, 5]",2.0
377,2,add,50,2,2,"[3, 5]",2.0
378,2,add,50,2,3,"[3, 5]",2.0
379,2,add,50,2,4,"[3, 5]",2.0
380,2,add,50,3,1,"[3, 5]",2.0
381,2,add,50,3,2,"[3, 5]",2.0
382,2,add,50,3,3,"[3, 5]",2.0
383,2,add,50,3,4,"[3, 5]",2.0
384,2,add,100,1,1,"[3, 5]",2.0
385,2,add,100,1,2,"[3, 5]",2.0
386,2,add,100,1,3,"[3, 5]",2.0
387,2,add,100,1,4,"[3, 5]",2.0
388,2,add,100,2,1,"[3, 5]",2.0
389,2,add,100,2,2,"[3, 5]",2.0
390,2,add,100,2,3,"[3, 5]",2.0
391,2,add,100,2,4,"[3, 5]",2.0
392,2,add,100,3,1,"[3, 5]",2.0
393,2,add,100,3,2,"[3, 5]",2.0
394,2,add,100,3,3,"[3, 5]",2.0
395,2,add,100,3,4,"[3, 5]",2.0
396,2,add,200,1,1,"[3, 5]",2.0
397,2,add,200,1,2,"[3, 5]",2.0
398,2,add,200,1,3,"[3, 5]",2.0
399,2,add,200,1,4,"[3, 5]",2.0
400,2,add,200,2,1,"[3, 5]",2.0
401,2,add,200,2,2,"[3, 5]",2.0
402,2,add,200,2,3,"[3, 5]",2.0
403,2,add,200,2,4,"[3, 5]",2.0
404,2,add,200,3,1,"[3, 5]",2.0
405,2,add,200,3,2,"[3, 5]",2.0
406,2,add,200,3,3,"[3, 5]",2.0
407,2,add,200,3,4,"[3, 5]",2.0
408,2,add,500,1,1,"[3, 5]",2.0
409,2,add,500,1,2,"[3, 5]",2.0
410,2,add,500,1,3,"[3, 5]",2.0
411,2,add,500,1,4,"[3, 5]",2.0
412,2,add,500,2,1,"[3, 5]",2.0
413,2,add,500,2,2,"[3, 5]",2.0
414,2,add,500,2,3,"[3, 5]",2.0
415,2,add,500,2,4,"[3, 5]",2.0
416,2,add,500,3,1,"[3, 5]",2.0
417,2,add,500,3,2,"[3, 5]",2.0
418,2,add,500,3,3,"[3, 5]",2.0
419,2,add,500,3,4,"[3, 5]",2.0
420,2,all,10,1,1,"[3, 0, 1, 5]",1.0
421,2,all,10,1,2,"[3, 0, 1, 5]",1.0
422,2,all,10,1,3,"[3, 0, 1, 5]",1.0
423,2,all,10,1,4,"[3, 0, 1, 5]",1.0
424,2,all,10,2,1,"[3, 5]",2.0
425,2,all,10,2,2,"[3, 5]",2.0
426,2,all,10,2,3,"[3, 5]",2.0
427,2,all,10,2,4,"[3, 5]",2.0
428,2,all,10,3,1,"[3, 5]",2.0
429,2,all,10,3,2,"[3, 5]",2.0
430,2,all,10,3,3,"[3, 5]",2.0
431,2,all,10,3,4,"[3, 5]",2.0
432,2,all,50,1,1,"[3, 0, 1, 5]",1.0
433,2,all,50,1,2,"[3, 0, 1, 5]",1.0
434,2,all,50,1,3,"[3, 5]",2.0
435,2,all,50,1,4,"[3, 5]",2.0
436,2,all,50,2,1,"[3, 5]",2.0
437,2,all,50,2,2,"[3, 5]",2.0
438,2,all,50,2,3,"[3, 5]",2.0
439,2,all,50,2,4,"[3, 5]",2.0
440,2,all,50,3,1,"[3, 5]",2.0
441,2,all,50,3,2,"[3, 5]",2.0
442,2,all,50,3,3,"[3, 5]",2.0
443,2,all,50,3,4,"[3, 5]",2.0
444,2,all,100,1,1,"[3, 0, 1, 5]",1.0
445,2,all,100,1,2,"[3, 5]",2.0
446,2,all,100,1,3,"[3, 5]",2.0
447,2,all,100,1,4,"[3, 5]",2.0
448,2,all,100,2,1,"[3, 5]",2.0
449,2,all,100,2,2,"[3, 5]",2.0
450,2,all,100,2,3,"[3, 5]",2.0
451,2,all,100,2,4,"[3, 5]",2.0
452,2,all,100,3,1,"[3, 5]",2.0
453,2,all,100,3,2,"[3, 5]",2.0
454,2,all,100,3,3,"[3, 5]",2.0
455,2,all,100,3,4,"[3, 5]",2.0
456,2,all,200,1,1,"[3, 5]",2.0
457,2,all,200,1,2,"[3, 5]",2.0
458,2,all,200,1,3,"[3, 5]",2.0
459,2,all,200,1,4,"[3, 5]",2.0
460,2,all,200,2,1,"[3, 5]",2.0
461,2,all,200,2,2,"[3, 5]",2.0
462,2,all,200,2,3,"[3, 5]",2.0
463,2,all,200,2,4,"[3, 5]",2.0
464,2,all,200,3,1,"[3, 5]",2.0
465,2,all,200,3,2,"[3, 5]",2.0
466,2,all,200,3,3,"[3, 5]",2.0
467,2,all,200,3,4,"[3, 5]",2.0
468,2,all,500,1,1,"[3, 5]",2.0
469,2,all,500,1,2,"[3, 5]",2.0
470,2,all,500,1,3,"[3, 5]",2.0
471,2,all,500,1,4,"[3, 5]",2.0
472,2,all,500,2,1,"[3, 5]",2.0
473,2,all,500,2,2,"[3, 5]",2.0
474,2,all,500,2,3,"[3, 5]",2.0
475,2,all,500,2,4,"[3, 5]",2.0
476,2,all,500,3,1,"[3, 5]",2.0
477,2,all,500,3,2,"[3, 5]",2.0
478,2,all,500,3,3,"[3, 5]",2.0
479,2,all,500,3,4,"[3, 5]",2.0
